,StartDate,EndDate,CurrentRelationshipStatus,RelationshipLength,Frequency in separate beds,YouSleepAt,PartnerSleepAt,Reason_One of us snores,Reason_One of us makes frequent bathroom trips in the night,Reason_One of us is sick,Reason_We are no longer physically intimate,Reason_We have different temperature preferences for the room,Reason_We have had an argument or fight,Reason_Not enough space,Reason_Do not want to share the covers,Reason_One of us needs to sleep with a child,Reason_Night working/very different sleeping times,Reason_Other,First time in separate beds,Sleeping in separate beds helps us to stay together,We sleep better when we sleep in separate beds,Our sex life has improved as a result of sleeping in separate beds,Occupation,Gender,Age,Household income,Education,Location,Household income_code,Age_code,Education_code,Gender_code,Sleeping in separate beds helps us to stay together_code,We sleep better when we sleep in separate beds_code,Our sex life has improved as a result of sleeping in separate beds_code
974,7/9/14 18:04,7/9/14 18:06,Married,More than 20 years,Every night,"Shared bedroom, different bed","Shared bedroom, different bed",0,0,0,0,0,0,0,0,0,0,1,Immediately/ We've always slept in separate beds,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Computer and Mathematical Occupations,Male,> 60,"$25,000 - $49,999",Graduate degree,Middle Atlantic,2,4,5,0,3.0,4.0,3.0
976,7/9/14 18:02,7/9/14 18:05,In a domestic partnership or civil union,1-5 years,Once a year or less,On the couch/chair,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",0,0,0,0,0,1,0,0,0,0,0,Within the first 1-5 years of our relationship,Somewhat agree,Somewhat agree,Neither agree nor disagree,Office and Administrative Support Occupations,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific,3,2,3,0,4.0,4.0,3.0
979,7/9/14 18:04,7/9/14 18:06,Married,More than 20 years,Once a month or less,Separate bedroom,On the couch/chair,1,0,1,0,0,0,0,0,0,0,0,After 20 years of our relationship,Strongly disagree,Somewhat agree,Strongly disagree,Office and Administrative Support Occupations,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,East North Central,3,4,3,1,1.0,4.0,1.0
980,7/9/14 18:03,7/9/14 18:05,Married,16-20 years,Every night,Other (please specify),Other (please specify),0,0,0,0,0,0,0,0,0,0,1,Within the first 1-5 years of our relationship,Strongly disagree,Strongly disagree,Strongly disagree,"Education, Training, and Library Occupations",Female,30-44,Did not disclose,Graduate degree,Middle Atlantic,0,2,5,1,1.0,1.0,1.0
985,7/9/14 18:02,7/9/14 18:03,Married,More than 20 years,A few times per month,Separate bedroom,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",1,0,0,0,0,0,0,0,0,0,0,After 20 years of our relationship,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,"Education, Training, and Library Occupations",Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,0,0,0,2,3.0,5.0,3.0
988,7/9/14 18:02,7/9/14 18:04,Married,11-15 years,Every night,Separate bedroom,Separate bedroom,1,0,0,0,1,0,1,1,0,0,0,Within the first 1-5 years of our relationship,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,"Education, Training, and Library Occupations",Female,30-44,Did not disclose,Graduate degree,Pacific,0,2,5,1,3.0,5.0,3.0
992,7/9/14 18:01,7/9/14 18:04,Married,16-20 years,A few times per month,Separate bedroom,"Shared bedroom, different bed",0,0,0,0,0,0,0,0,1,0,0,Within 11-15 years of our relationship,Strongly agree,Somewhat disagree,Somewhat agree,Healthcare Support Occupations,Male,30-44,"$150,000+",Graduate degree,New England,5,2,5,0,5.0,2.0,4.0
993,7/9/14 18:01,7/9/14 18:03,Married,More than 20 years,Once a month or less,On the couch/chair,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",0,0,0,0,0,0,0,0,0,0,1,After 20 years of our relationship,Strongly disagree,Somewhat agree,Strongly disagree,Management Occupations,Male,> 60,Did not disclose,Bachelor degree,Middle Atlantic,0,4,4,0,1.0,4.0,1.0
997,7/9/14 18:01,7/9/14 18:09,Married,16-20 years,Once a month or less,On the couch/chair,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",1,0,0,0,1,0,0,0,0,1,1,Within 11-15 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Computer and Mathematical Occupations,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic,3,3,3,0,3.0,3.0,3.0
999,7/9/14 18:00,7/9/14 18:02,Married,More than 20 years,A few times per month,Separate bedroom,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",1,0,0,0,0,0,0,0,0,0,0,After 20 years of our relationship,Somewhat agree,Strongly agree,Neither agree nor disagree,"Education, Training, and Library Occupations",Female,> 60,Did not disclose,Bachelor degree,Middle Atlantic,0,4,4,1,4.0,5.0,3.0
1002,7/9/14 18:00,7/9/14 18:02,Married,More than 20 years,Once a month or less,On the couch/chair,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",1,1,0,0,0,0,0,0,0,0,0,After 20 years of our relationship,Strongly disagree,Somewhat agree,Strongly disagree,Retired,Male,> 60,"$50,000 - $99,999",Graduate degree,East North Central,3,4,5,0,1.0,4.0,1.0
1004,7/9/14 18:00,7/9/14 18:01,Married,More than 20 years,Every night,Separate bedroom,Separate bedroom,1,0,0,0,0,0,0,0,0,0,0,Within 16-20 years of our relationship,Somewhat disagree,Strongly agree,Strongly disagree,Office and Administrative Support Occupations,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,New England,4,3,3,1,2.0,5.0,1.0
1005,7/9/14 17:59,7/9/14 18:02,Married,11-15 years,Every night,On the couch/chair,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",0,0,0,0,0,0,0,0,0,1,0,Within 11-15 years of our relationship,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Child care,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,East North Central,3,2,3,1,3.0,4.0,2.0
1006,7/9/14 17:59,7/9/14 18:02,Married,6-10 years,A few times per week,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",Separate bedroom,0,0,0,0,0,0,0,0,1,0,0,Within 6-10 years of our relationship,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,"Arts, Design, Entertainment, Sports, and Media Occupations",Female,30-44,"$50,000 - $99,999",Bachelor degree,West North Central,3,2,4,1,2.0,3.0,2.0
1008,7/9/14 17:59,7/9/14 18:03,Married,More than 20 years,A few times per month,Separate bedroom,Separate bedroom,1,1,1,0,0,0,0,0,0,1,0,After 20 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Office and Administrative Support Occupations,Male,> 60,"$100,000 - $149,999",Bachelor degree,Pacific,4,4,4,0,3.0,3.0,3.0
1009,7/9/14 17:59,7/9/14 18:01,Married,16-20 years,Once a year or less,Separate bedroom,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",0,0,0,0,0,0,0,0,0,0,1,Within 6-10 years of our relationship,Strongly disagree,Strongly disagree,Strongly disagree,Protective Service Occupations,Female,45-60,"$150,000+",Some college or Associate degree,Middle Atlantic,5,3,3,1,1.0,1.0,1.0
1011,7/9/14 17:59,7/9/14 18:01,Married,6-10 years,A few times per month,Separate bedroom,Separate bedroom,0,0,0,0,0,0,0,0,1,0,0,Within the first 1-5 years of our relationship,Strongly disagree,Somewhat disagree,Strongly disagree,Management Occupations,Male,30-44,"$50,000 - $99,999",Bachelor degree,East South Central,3,2,4,0,1.0,2.0,1.0
1012,7/9/14 17:58,7/9/14 18:00,Married,11-15 years,Once a month or less,On the couch/chair,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",1,0,0,0,0,0,0,0,0,0,0,Within 6-10 years of our relationship,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Sales and Related Occupations,Male,45-60,"$100,000 - $149,999",Bachelor degree,West North Central,4,3,4,0,3.0,5.0,3.0
1013,7/9/14 17:58,7/9/14 18:00,Married,More than 20 years,Once a year or less,Separate bedroom,Separate bedroom,1,0,0,0,0,0,0,0,0,0,0,After 20 years of our relationship,Strongly disagree,Neither agree nor disagree,Strongly disagree,"Education, Training, and Library Occupations",Female,> 60,"$150,000+",Graduate degree,East North Central,5,4,5,1,1.0,3.0,1.0
1014,7/9/14 17:53,7/9/14 18:00,Married,11-15 years,Once a year or less,Separate bedroom,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",0,0,1,0,0,1,0,0,1,0,0,Within 6-10 years of our relationship,Somewhat disagree,Strongly disagree,Strongly disagree,"Education, Training, and Library Occupations",Female,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic,3,2,5,1,2.0,1.0,1.0
1015,7/9/14 17:58,7/9/14 18:00,Married,16-20 years,Once a month or less,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",On the couch/chair,1,0,0,0,0,0,0,0,0,0,0,Within 11-15 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Office and Administrative Support Occupations,Female,30-44,"$100,000 - $149,999",Bachelor degree,West South Central,4,2,4,1,3.0,3.0,3.0
1017,7/9/14 17:57,7/9/14 18:01,Married,6-10 years,Every night,Separate bedroom,Separate bedroom,0,1,1,0,0,0,0,0,0,0,0,Within the first 1-5 years of our relationship,Strongly agree,Strongly agree,Neither agree nor disagree,Computer and Mathematical Occupations,Female,30-44,"$100,000 - $149,999",Some college or Associate degree,South Atlantic,4,2,3,1,5.0,5.0,3.0
1018,7/9/14 17:57,7/9/14 18:00,Married,More than 20 years,Every night,Separate bedroom,Separate bedroom,1,0,0,0,0,0,0,0,0,0,0,After 20 years of our relationship,Somewhat agree,Strongly agree,Neither agree nor disagree,Product Design Consultant,Male,> 60,"$50,000 - $99,999",Bachelor degree,New England,3,4,4,0,4.0,5.0,3.0
1019,7/9/14 17:58,7/9/14 17:58,Married,16-20 years,Once a month or less,On the couch/chair,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",1,0,1,0,0,0,0,0,0,0,0,Within the first 1-5 years of our relationship,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,consulting,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,0,0,0,2,2.0,3.0,3.0
1020,7/9/14 17:57,7/9/14 18:00,Married,11-15 years,A few times per month,Separate bedroom,Separate bedroom,1,0,0,0,0,0,0,0,0,0,0,Within the first 1-5 years of our relationship,Strongly agree,Somewhat agree,Neither agree nor disagree,Homemaker,Female,30-44,"$50,000 - $99,999",Bachelor degree,West South Central,3,2,4,1,5.0,4.0,3.0
1021,7/9/14 17:57,7/9/14 18:01,"Single, but cohabiting with a significant other",More than 20 years,Once a year or less,Separate bedroom,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",1,1,0,0,0,0,0,0,0,0,0,Within the first 1-5 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,retired,Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific,3,4,5,1,3.0,3.0,3.0
1024,7/9/14 17:57,7/9/14 17:59,Married,More than 20 years,Every night,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",On the couch/chair,0,0,1,0,0,0,0,0,0,0,0,Within 16-20 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Computer and Mathematical Occupations,Male,> 60,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic,4,4,3,0,3.0,3.0,3.0
1029,7/9/14 17:56,7/9/14 17:58,Married,More than 20 years,A few times per week,Other (please specify),"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",0,1,0,0,0,0,0,0,0,0,1,Within 11-15 years of our relationship,Neither agree nor disagree,Somewhat agree,Somewhat agree,Healthcare Support Occupations,Male,45-60,Did not disclose,Graduate degree,East North Central,0,3,5,0,3.0,4.0,4.0
1030,7/9/14 17:55,7/9/14 17:57,Married,16-20 years,Once a month or less,On the couch/chair,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",1,0,1,0,0,0,0,0,0,0,0,Within the first 1-5 years of our relationship,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,consulting,Female,45-60,"$50,000 - $99,999",Graduate degree,West North Central,3,3,5,1,2.0,3.0,3.0
1032,7/9/14 17:55,7/9/14 17:56,Married,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,0,0,0,2,,,
1034,7/9/14 17:55,7/9/14 17:57,Married,More than 20 years,Every night,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",On the couch/chair,1,1,0,0,0,0,1,0,0,0,0,After 20 years of our relationship,Neither agree nor disagree,Strongly agree,Somewhat disagree,Office and Administrative Support Occupations,Female,> 60,"$100,000 - $149,999",Some college or Associate degree,New England,4,4,3,1,3.0,5.0,2.0
1038,7/9/14 17:54,7/9/14 17:57,Married,16-20 years,A few times per week,Separate bedroom,On the couch/chair,1,0,0,1,0,0,0,0,0,0,0,Within 6-10 years of our relationship,Neither agree nor disagree,Strongly agree,Strongly disagree,Stay at home mom,Female,45-60,"$150,000+",Bachelor degree,Pacific,5,3,4,1,3.0,5.0,1.0
1041,7/9/14 17:54,7/9/14 17:59,Married,6-10 years,A few times per week,On the couch/chair,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",0,0,1,0,0,0,0,0,1,0,0,Within the first 1-5 years of our relationship,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,stay at home mom,Female,30-44,"$0 - $24,999",Some college or Associate degree,Mountain,1,2,3,1,3.0,2.0,3.0
1042,7/9/14 17:54,7/9/14 17:56,Married,1-5 years,A few times per month,"Shared bedroom, different bed","Shared bedroom, different bed",1,0,0,0,0,0,0,0,0,0,0,Within the first 1-5 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"Farming, Fishing, and Forestry Occupations",Female,45-60,Did not disclose,Graduate degree,South Atlantic,0,3,5,1,3.0,3.0,3.0
1044,7/9/14 17:54,7/9/14 18:18,Married,6-10 years,A few times per week,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",On the couch/chair,0,0,0,0,0,0,0,0,0,0,1,Within 6-10 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Healthcare Support Occupations,Female,> 60,"$100,000 - $149,999",High school degree,South Atlantic,4,4,2,1,3.0,3.0,3.0
1045,7/9/14 17:54,7/9/14 17:58,"Single, but cohabiting with a significant other",1-5 years,Once a month or less,"I sleep in our shared bed, my partner is the one who sleeps somewhere else","Shared bedroom, different bed",0,0,0,0,0,0,0,0,0,1,0,Within the first 1-5 years of our relationship,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Construction and Extraction Occupations,Female,18-29,Did not disclose,Bachelor degree,Pacific,0,1,4,1,3.0,4.0,3.0
1049,7/9/14 17:53,7/9/14 18:11,Married,More than 20 years,Every night,Other (please specify),Other (please specify),0,0,0,0,0,0,1,0,0,0,0,Within 6-10 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"Installation, Maintenance, and Repair Occupations",Male,45-60,"$50,000 - $99,999",High school degree,Pacific,3,3,2,0,3.0,3.0,3.0
1050,7/9/14 17:53,7/9/14 17:54,Married,16-20 years,A few times per week,Separate bedroom,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",1,0,0,0,1,0,0,0,0,0,1,Within 11-15 years of our relationship,Somewhat agree,Strongly agree,Strongly disagree,Healthcare Support Occupations,Male,45-60,"$50,000 - $99,999",Graduate degree,East North Central,3,3,5,0,4.0,5.0,1.0
1051,7/9/14 17:52,7/9/14 17:55,Married,11-15 years,Once a month or less,On the couch/chair,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",1,0,1,0,0,0,0,0,0,0,1,Within the first 1-5 years of our relationship,Neither agree nor disagree,Somewhat disagree,Strongly disagree,"Education, Training, and Library Occupations",Male,30-44,"$100,000 - $149,999",Graduate degree,West North Central,4,2,5,0,3.0,2.0,1.0
1054,7/9/14 17:52,7/9/14 17:54,Married,11-15 years,Once a year or less,Separate bedroom,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",0,0,1,0,0,0,0,0,0,0,0,Within the first 1-5 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Management Occupations,Male,30-44,"$100,000 - $149,999",Bachelor degree,South Atlantic,4,2,4,0,3.0,3.0,3.0
1057,7/9/14 17:51,7/9/14 17:54,Married,More than 20 years,Once a month or less,Separate bedroom,"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",1,0,1,0,0,0,0,0,0,0,1,Within the first 1-5 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Retired,Female,> 60,"$50,000 - $99,999",Bachelor degree,South Atlantic,3,4,4,1,3.0,3.0,1.0
1058,7/9/14 17:51,7/9/14 17:54,Married,6-10 years,Once a year or less,"I sleep in our shared bed, my partner is the one who sleeps somewhere else",Separate bedroom,0,0,0,0,0,1,0,0,0,0,0,Within 6-10 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Healthcare Practitioners and Technical Occupations,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific,3,2,3,1,3.0,3.0,3.0
1060,7/9/14 17:51,7/9/14 17:53,"Single, but cohabiting with a significant other",1-5 years,Every night,Separate bedroom,Separate bedroom,1,0,0,0,0,0,0,0,0,0,0,Within the first 1-5 years of our relationship,Neither agree nor disagree,Somewhat agree,Strongly disagree,Medical Research,Male,30-44,"$50,000 - $99,999",Graduate degree,West North Central,3,2,5,0,3.0,4.0,1.0
1069,7/9/14 17:49,7/9/14 17:51,Married,11-15 years,A few times per week,Other (please specify),"My partner sleeps in our shared bed, I'm the one who sleeps somewhere else",0,0,0,0,0,0,0,0,1,0,0,Within the first 1-5 years of our relationship,Somewhat agree,Somewhat disagree,Somewhat agree,Production Occupations,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,East North Central,3,2,3,0,4.0,2.0,4.0
1070,7/9/14 17:49,7/9/14 17:51,Married,More than 20 years,Once a year or less,Separate bedroom,Separate bedroom,0,0,1,0,0,0,0,0,0,0,0,Within the first 1-5 years of our relationship,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Healthcare Practitioners and Technical Occupations,Male,45-60,"$150,000+",Graduate degree,Middle Atlantic,5,3,5,0,3.0,2.0,1.0
1074,7/9/14 17:48,7/9/14 17:50,Married,6-10 years,Once a month or less,Separate bedroom,Separate bedroom,0,0,1,0,0,0,0,0,0,0,0,Within the first 1-5 years of our relationship,Somewhat agree,Somewhat agree,Strongly disagree,Legal Occupations,Male,45-60,"$100,000 - $149,999",Graduate degree,New England,4,3,5,0,4.0,4.0,1.0
